date,universe,method,fund,return,periods_per_year,lambda_tilt
2021-11-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0023729894691172267,252,0.15
2021-11-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0008727278865990162,252,0.15
2021-11-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0003085511791938174,252,0.15
2021-11-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.006650653573856972,252,0.15
2021-11-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0010118211838256448,252,0.15
2021-11-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.008088245070801189,252,0.15
2021-11-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0018304883842819083,252,0.15
2021-11-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.007599986757622573,252,0.15
2021-11-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0019019856846055566,252,0.15
2021-11-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.02216743893393058,252,0.15
2021-11-29,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0074318940699521305,252,0.15
2021-11-30,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.022660890744841553,252,0.15
2021-12-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.012882708468934634,252,0.15
2021-12-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.021128702404716544,252,0.15
2021-12-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0012687838134128693,252,0.15
2021-12-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.01348789468634944,252,0.15
2021-12-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.015342060484242359,252,0.15
2021-12-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0005472858114461736,252,0.15
2021-12-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0067639027090454044,252,0.15
2021-12-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005420641250963131,252,0.15
2021-12-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.005725110276250741,252,0.15
2021-12-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0021643811133019767,252,0.15
2021-12-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.009213702881874826,252,0.15
2021-12-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.004238372270253099,252,0.15
2021-12-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.012380257461201069,252,0.15
2021-12-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.008190107673945202,252,0.15
2021-12-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.014264062157079658,252,0.15
2021-12-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.006070898869587965,252,0.15
2021-12-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0050016485787080095,252,0.15
2021-12-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.01289117629556169,252,0.15
2021-12-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0017630456902559468,252,0.15
2021-12-29,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0004896922368313138,252,0.15
2021-12-30,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0015750012848098891,252,0.15
2021-12-31,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0009909452586348967,252,0.15
2022-01-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.007946917032839437,252,0.15
2022-01-04,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.008423055262233282,252,0.15
2022-01-05,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.009835570433653068,252,0.15
2022-01-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0005055040077110862,252,0.15
2022-01-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0014264385887725068,252,0.15
2022-01-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.006303801003720925,252,0.15
2022-01-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.009910832221475928,252,0.15
2022-01-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0026502765592455765,252,0.15
2022-01-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004904515306389919,252,0.15
2022-01-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0014522221601206517,252,0.15
2022-01-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.011394357161778368,252,0.15
2022-01-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.006989239285683263,252,0.15
2022-01-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.011524631027955147,252,0.15
2022-01-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.01307064754491053,252,0.15
2022-01-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.002162199349446945,252,0.15
2022-01-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0036714805023237273,252,0.15
2022-01-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.008523516140755796,252,0.15
2022-01-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.003410739442938766,252,0.15
2022-01-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.01738386901341132,252,0.15
2022-01-31,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.013845007498799944,252,0.15
2022-02-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.012172219675366623,252,0.15
2022-02-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.009680041131260574,252,0.15
2022-02-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.010405025249694385,252,0.15
2022-02-04,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0010983060587714116,252,0.15
2022-02-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.002611019955804348,252,0.15
2022-02-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.004264390229694067,252,0.15
2022-02-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.012399223799383857,252,0.15
2022-02-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.017274365381259524,252,0.15
2022-02-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.01007438318147002,252,0.15
2022-02-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.006552840915807588,252,0.15
2022-02-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.010640122197859703,252,0.15
2022-02-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0002973470333733577,252,0.15
2022-02-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.015473653260007061,252,0.15
2022-02-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.00881626250052128,252,0.15
2022-02-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0065459502606008005,252,0.15
2022-02-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0112134994889493,252,0.15
2022-02-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.006430739363980896,252,0.15
2022-02-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.02577624288232926,252,0.15
2022-02-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0014082509228282515,252,0.15
2022-03-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.011830259031751906,252,0.15
2022-03-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.01967202568254991,252,0.15
2022-03-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.00046232874824458735,252,0.15
2022-03-04,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0032194998985594506,252,0.15
2022-03-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.016301162208782416,252,0.15
2022-03-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004266297895609203,252,0.15
2022-03-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.013829112748310737,252,0.15
2022-03-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-1.4915420363301031e-05,252,0.15
2022-03-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.008080690257249805,252,0.15
2022-03-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.009893026308014587,252,0.15
2022-03-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.008558206000221067,252,0.15
2022-03-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.014773008287270373,252,0.15
2022-03-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.015191681126646909,252,0.15
2022-03-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0044493264536354694,252,0.15
2022-03-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.004347256149643299,252,0.15
2022-03-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005191498673196068,252,0.15
2022-03-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.008809308789854276,252,0.15
2022-03-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.010049823931816321,252,0.15
2022-03-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.009435416745478074,252,0.15
2022-03-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.00027805891822508464,252,0.15
2022-03-29,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.012082015913863414,252,0.15
2022-03-30,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.003712465215230984,252,0.15
2022-03-31,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.014358200381443836,252,0.15
2022-04-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0062207475160267565,252,0.15
2022-04-04,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0019069484730255338,252,0.15
2022-04-05,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.010885623326710158,252,0.15
2022-04-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0006668352429490142,252,0.15
2022-04-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0016091867280927682,252,0.15
2022-04-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.003630488346197692,252,0.15
2022-04-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.012379244371647944,252,0.15
2022-04-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.00030211567529556056,252,0.15
2022-04-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.00910112482267019,252,0.15
2022-04-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0017504011595273093,252,0.15
2022-04-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0010221125044396133,252,0.15
2022-04-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.012158091185387899,252,0.15
2022-04-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.001562885638340596,252,0.15
2022-04-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.012875675942326243,252,0.15
2022-04-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.022909712541453003,252,0.15
2022-04-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0034476336245028694,252,0.15
2022-04-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.020714666008012608,252,0.15
2022-04-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0002736619203466651,252,0.15
2022-04-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.017643219964985322,252,0.15
2022-04-29,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0349852951262319,252,0.15
2022-05-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.004107803442583589,252,0.15
2022-05-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.006466838048980363,252,0.15
2022-05-04,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.030590337786002255,252,0.15
2022-05-05,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.02454986674745305,252,0.15
2022-05-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0031959584017270137,252,0.15
2022-05-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.03575729249279951,252,0.15
2022-05-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004424015669849349,252,0.15
2022-05-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.002891754215101432,252,0.15
2022-05-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0023924165570612037,252,0.15
2022-05-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.02262188029656772,252,0.15
2022-05-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0019492915419154746,252,0.15
2022-05-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.018591132283562378,252,0.15
2022-05-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.02802291833320921,252,0.15
2022-05-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0019789755442207206,252,0.15
2022-05-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0010999738729136406,252,0.15
2022-05-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.019346734611799206,252,0.15
2022-05-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0009106197024062721,252,0.15
2022-05-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.008865659120273416,252,0.15
2022-05-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.014882968229374759,252,0.15
2022-05-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.019538723425634827,252,0.15
2022-05-31,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.007920922329668836,252,0.15
2022-06-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.00471054576811957,252,0.15
2022-06-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.014029062908271167,252,0.15
2022-06-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.007430062349975328,252,0.15
2022-06-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0005253037843569277,252,0.15
2022-06-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.010665031101521723,252,0.15
2022-06-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.01254328127468092,252,0.15
2022-06-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.023669472690812692,252,0.15
2022-06-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.02541274529103559,252,0.15
2022-06-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.04052000002872786,252,0.15
2022-06-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0063907270968272855,252,0.15
2022-06-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.010405711844280843,252,0.15
2022-06-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.029140436192468956,252,0.15
2022-06-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.005082172904043052,252,0.15
2022-06-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.02188552661910518,252,0.15
2022-06-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.003991878731823502,252,0.15
2022-06-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0019808723091177243,252,0.15
2022-06-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.028368666432560603,252,0.15
2022-06-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.002538507951665596,252,0.15
2022-06-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.008428017635507183,252,0.15
2022-06-29,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.005600156383778696,252,0.15
2022-06-30,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.007401264985754499,252,0.15
2022-07-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.010446935514443183,252,0.15
2022-07-05,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.006754205834821946,252,0.15
2022-07-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0002515210066288276,252,0.15
2022-07-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.014328040772253945,252,0.15
2022-07-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.003201456047798498,252,0.15
2022-07-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0074391206282185445,252,0.15
2022-07-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004001584336279683,252,0.15
2022-07-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0037742773664416183,252,0.15
2022-07-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004225297071595074,252,0.15
2022-07-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.018588251485979698,252,0.15
2022-07-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.003464858353762003,252,0.15
2022-07-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.027324488266086727,252,0.15
2022-07-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0024174531440910685,252,0.15
2022-07-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005141250666030925,252,0.15
2022-07-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004848893913924923,252,0.15
2022-07-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.004040723596794409,252,0.15
2022-07-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.004331785087231841,252,0.15
2022-07-27,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.01141835129804025,252,0.15
2022-07-28,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.009858534712397681,252,0.15
2022-07-29,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.009631130901070692,252,0.15
2022-08-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.002062203682077627,252,0.15
2022-08-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.009582026797025751,252,0.15
2022-08-03,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.005399838247105413,252,0.15
2022-08-04,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0019931635964437508,252,0.15
2022-08-05,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0017155463199853987,252,0.15
2022-08-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0002800935705612023,252,0.15
2022-08-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-1.9561062161818314e-05,252,0.15
2022-08-10,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0162330815717291,252,0.15
2022-08-11,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.006122922498192083,252,0.15
2022-08-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.014754675784765985,252,0.15
2022-08-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.003910243125890526,252,0.15
2022-08-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.002795351980429035,252,0.15
2022-08-17,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.007906311472837532,252,0.15
2022-08-18,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.004220812026321448,252,0.15
2022-08-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.008039771983025367,252,0.15
2022-08-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.018852057533993945,252,0.15
2022-08-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0026120729819647235,252,0.15
2022-08-24,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0024131678060774825,252,0.15
2022-08-25,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.013564992466083375,252,0.15
2022-08-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.026956755415430505,252,0.15
2022-08-29,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.003326472533108871,252,0.15
2022-08-30,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.013845929532727718,252,0.15
2022-08-31,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.007504168842533044,252,0.15
2022-09-01,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.0009783652526558695,252,0.15
2022-09-02,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.009542136188232641,252,0.15
2022-09-06,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.003841638920941768,252,0.15
2022-09-07,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.016022344910199927,252,0.15
2022-09-08,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0060043857532637405,252,0.15
2022-09-09,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.014555927691025466,252,0.15
2022-09-12,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.008527518463373547,252,0.15
2022-09-13,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.04023086096555685,252,0.15
2022-09-14,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.0029665083598151773,252,0.15
2022-09-15,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.016618854097552743,252,0.15
2022-09-16,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.007486193719976241,252,0.15
2022-09-19,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,0.006294764185032682,252,0.15
2022-09-20,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.015536128156218014,252,0.15
2022-09-21,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.016831291246479585,252,0.15
2022-09-22,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.009510732977130598,252,0.15
2022-09-23,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.022295486855696527,252,0.15
2022-09-26,Equity,Equal Weight + Sentiment Tilt,Equity Equal Weight + Sentiment Tilt,-0.015951772105778042,252,0.15
